question
소장 월급 
이병 봉급 얼마
이병 봉급 얼마나
이병 봉급 얼마야
이병 봉급 얼마임
이병 봉급 얼마정도
이병 봉급 얼마 정도
이병 봉급이 
이병 봉급이 궁금
이병 봉급이 궁금쓰
이병 봉급이 궁금함
이병 봉급이 궁금해
이병 봉급이 말해
이병 봉급이 말해줘
이병 봉급이 알고싶어
이병 봉급이 알려줘
이병 봉급이 어느정도
이병 봉급이 어느 정도
이병 봉급이 어느정도야
이병 봉급이 어느 정도야
이병 봉급이 어느정도임
이병 봉급이 어느 정도임
이병 봉급이 얼마
이병 봉급이 얼마나
이병 봉급이 얼마야
이병 봉급이 얼마임
이병 봉급이 얼마정도
이병 봉급이 얼마 정도
이병 수입 
이병 수입 궁금
이병 수입 궁금쓰
이병 수입 궁금함
이병 수입 궁금해
이병 수입 말해
이병 수입 말해줘
이병 수입 알고싶어
이병 수입 알려줘
이병 수입 어느정도
이병 수입 어느 정도
이병 수입 어느정도야
이병 수입 어느 정도야
이병 수입 어느정도임
이병 수입 어느 정도임
이병 수입 얼마
이병 수입 얼마나
이병 수입 얼마야
이병 수입 얼마임
이병 수입 얼마정도
이병 수입 얼마 정도
이병 수입이 
이병 수입이 궁금
이병 수입이 궁금쓰
이병 수입이 궁금함
이병 수입이 궁금해
이병 수입이 말해
이병 수입이 말해줘
이병 수입이 알고싶어
이병 수입이 알려줘
이병 수입이 어느정도
이병 수입이 어느 정도
이병 수입이 어느정도야
이병 수입이 어느 정도야
이병 수입이 어느정도임
이병 수입이 어느 정도임
이병 수입이 얼마
이병 수입이 얼마나
이병 수입이 얼마야
이병 수입이 얼마임
이병 수입이 얼마정도
이병 수입이 얼마 정도
이병 연봉 
이병 연봉 궁금
이병 연봉 궁금쓰
이병 연봉 궁금함
이병 연봉 궁금해
이병 연봉 말해
이병 연봉 말해줘
이병 연봉 알고싶어
이병 연봉 알려줘
이병 연봉 어느정도
이병 연봉 어느 정도
이병 연봉 어느정도야
이병 연봉 어느 정도야
이병 연봉 어느정도임
이병 연봉 어느 정도임
이병 연봉 얼마
이병 연봉 얼마나
이병 연봉 얼마야
이병 연봉 얼마임
이병 연봉 얼마정도
이병 연봉 얼마 정도
이병 연봉이 
이병 연봉이 궁금
이병 연봉이 궁금쓰
이병 연봉이 궁금함
이병 연봉이 궁금해
이병 연봉이 말해
이병 연봉이 말해줘
이병 연봉이 알고싶어
이병 연봉이 알려줘
이병 연봉이 어느정도
이병 연봉이 어느 정도
이병 연봉이 어느정도야
이병 연봉이 어느 정도야
이병 연봉이 어느정도임
이병 연봉이 어느 정도임
이병 연봉이 얼마
이병 연봉이 얼마나
이병 연봉이 얼마야
이병 연봉이 얼마임
이병 연봉이 얼마정도
이병 연봉이 얼마 정도
상사 진급시 봉급이 얼마
원사 35호봉 연봉이 어느정도야
이병 11호봉 연봉 궁금해
소장 3호봉 수입이 얼마
일병  연봉 궁금해
일병 1호봉 수입이 궁금함
준위 는 연봉 어느정도야
상병 진급시 급여 어느정도임
이병 29호봉 연봉 어느정도야
소장 25호봉 봉급이 얼마나
상병 10호봉 연봉 궁금쓰
대위 15호봉 급여 어느정도야
하사 6호봉 봉급이 어느 정도임
상병 진급시 연봉이 어느정도야
병장 는 급여가 어느 정도임
이병 15호봉 월급 얼마임
일병 15호봉 급여가 
대위 22호봉 연봉이 얼마임
병장 진급하면진급되면 연봉 말해줘
준장 37호봉 연봉이 말해
준위 33호봉 급여 말해
준위 12호봉 연봉 
병장 18호봉 급여가 알려줘
소령 23호봉 수입 얼마정도
대위 23호봉 수입이 
중령 29호봉 수입이 말해줘
상사 18호봉 월급 알려줘
소령 27호봉 연봉이 얼마 정도
소위 16호봉 월급 
소위 36호봉 급여가 
소장 34호봉 수입이 얼마임
하사 11호봉 연봉이 궁금해
중위 12호봉 수입 말해줘
일병 15호봉 급여 얼마정도
중령 15호봉 연봉 어느정도임
상병 16호봉 연봉이 어느 정도야
준장 28호봉 수입이 궁금함
일병 34호봉 급여가 알려줘
준위 35호봉 봉급이 말해
준위 30호봉 봉급이 알고싶어
중사 34호봉 수입이 어느 정도야
준장 22호봉 급여 궁금해
하사 8호봉 수입 얼마임
소위 23호봉 봉급이 어느정도임
병장 38호봉 연봉이 말해
중위 진급하면진급되면 월급 
중사 25호봉 월급 알려줘
대위 35호봉 봉급이 궁금
원사 7호봉 급여가 알고싶어
원사 22호봉 월급 얼마야
하사 24호봉 수입 어느 정도임
중령 38호봉 급여 얼마나
준장 31호봉 연봉 말해줘
대령 22호봉 봉급 알려줘
이병 34호봉 급여 어느 정도
중사 20호봉 급여가 얼마나
소위 10호봉 봉급 알고싶어
준위 14호봉 월급이 어느 정도
상사 첫 수입이 어느 정도
소위 18호봉 월급이 얼마정도
대위 25호봉 연봉 어느 정도
대위 10호봉 봉급이 얼마
하사 15호봉 봉급 얼마임
상병 5호봉 급여 얼마임
준위 는 봉급이 궁금해
상사 6호봉 연봉 얼마 정도
중사 되면 수입 어느정도
소위 24호봉 수입 얼마임
준위 5호봉 연봉이 어느 정도
중령 3호봉 연봉 궁금함
상병 36호봉 급여가 
일병 25호봉 급여 알려줘
중사 는 봉급이 궁금해
이병 14호봉 수입 어느 정도야
상병 31호봉 봉급 궁금함
중사 34호봉 연봉이 어느정도야
소위 7호봉 봉급이 얼마야
상사 6호봉 월급 말해
상사 20호봉 봉급이 
준위 되면 급여 알고싶어
준장 30호봉 급여 얼마
하사 처음에 월급 어느 정도
중사 진급하면진급되면 월급 얼마정도
소령 28호봉 급여 궁금해
상병 4호봉 봉급 궁금해
상사 39호봉 월급이 얼마나
소장 30호봉 급여 얼마야
소장 12호봉 월급 궁금쓰
일병 진급 시 봉급이 궁금
준위 22호봉 월급 어느 정도
소령 20호봉 월급이 궁금
소장 8호봉 봉급 말해줘
중사 7호봉 급여가 어느 정도
일병 18호봉 월급이 
원사 1호봉 연봉이 얼마정도
중령 27호봉 월급이 어느 정도야
준위 19호봉 월급이 얼마나
중사 6호봉 급여 궁금함
소장 1호봉 봉급 어느 정도
준장 16호봉 급여 말해
하사 21호봉 봉급 궁금해
대령 25호봉 연봉 어느정도야
일병 14호봉 급여가 알려줘
소위 6호봉 급여 얼마야
병장 19호봉 월급이 얼마 정도
소위 28호봉 봉급 얼마정도
소위 37호봉 급여 어느정도
원사 5호봉 수입 
상사 7호봉 수입 어느 정도
원사 28호봉 연봉이 
하사 24호봉 봉급이 어느정도임
중령 39호봉 수입 알고싶어
중위 10호봉 월급 얼마 정도
원사 27호봉 봉급이 알려줘
중사 처음 연봉 얼마
소령 29호봉 연봉이 알려줘
상사 처음 급여 궁금해
원사 18호봉 연봉 궁금해
일병 20호봉 급여 말해
소령 처음 봉급 어느 정도
중사 39호봉 봉급 얼마야
상병 진급 시 연봉 알고싶어
중위 39호봉 수입이 말해
이병 27호봉 월급 말해
중사 15호봉 봉급 어느 정도야
병장 38호봉 봉급이 어느 정도야
상사 16호봉 월급이 어느정도야
대위 2호봉 월급이 궁금쓰
중위 10호봉 수입이 얼마나
대령 26호봉 수입 어느 정도임
중사 3호봉 수입이 어느정도
소령 31호봉 수입 얼마임
병장 39호봉 월급 알려줘
준장 38호봉 월급 얼마
준장  연봉 알고싶어
대령 진급하면진급되면 급여가 얼마 정도
대령 4호봉 연봉이 어느정도야
대위 8호봉 급여 얼마임
중사 3호봉 월급 얼마임
대령 는 연봉이 얼마정도
대위 5호봉 월급이 얼마
상사 36호봉 봉급 얼마정도
하사 13호봉 수입이 궁금해
대위 16호봉 연봉 알고싶어
일병 23호봉 연봉이 어느 정도야
하사 3호봉 월급이 얼마야
소위 33호봉 월급이 얼마야
대령 26호봉 수입 궁금
중위 18호봉 월급이 알고싶어
준위 5호봉 연봉 어느 정도
하사 26호봉 수입 
중령 6호봉 연봉 어느정도야
일병 27호봉 월급이 알고싶어
상병 11호봉 급여 알고싶어
소장 15호봉 봉급 어느 정도임
중위 4호봉 수입 어느 정도임
이병  급여가 알고싶어
소령 2호봉 봉급이 어느정도야
이병 되면 봉급 궁금해
중령 18호봉 봉급이 얼마야
병장 5호봉 연봉이 어느 정도야
일병 7호봉 급여 궁금함
대령 되면 수입이 어느 정도야
이병 진급시 봉급 어느정도
소령 13호봉 수입이 어느정도
상사 2호봉 급여가 얼마야
하사  연봉 말해
소령 9호봉 월급 어느 정도임
대위 은 연봉 어느정도야
소장 22호봉 월급 어느정도
소령 25호봉 봉급이 얼마
병장 17호봉 수입 얼마야
원사 14호봉 수입이 궁금쓰
준장 32호봉 월급 어느 정도임
소위 22호봉 봉급이 어느 정도
준위 첫 급여가 궁금함
소령 17호봉 연봉이 궁금
대위 16호봉 수입 어느정도
중령 8호봉 급여가 어느 정도
소장 20호봉 월급 얼마임
대위 4호봉 봉급이 얼마나
이병 3호봉 수입 얼마
이병 30호봉 연봉 어느정도임
원사 18호봉 월급 말해
중위 1호봉 봉급 어느정도야
병장 31호봉 연봉 궁금함
병장 되면 월급이 얼마정도
중위 36호봉 수입이 궁금해
상병 32호봉 수입 얼마정도
소장 7호봉 봉급 궁금
소장 26호봉 급여가 얼마임
중사 진급하면진급되면 연봉이 알려줘
하사 32호봉 급여 말해
하사 진급시 수입 얼마나
중사 진급 시 연봉이 어느정도임
중사 33호봉 연봉 어느 정도야
중위 16호봉 수입 어느정도야
이병 20호봉 급여 얼마야
준장 처음에 연봉 얼마정도
중령 18호봉 월급이 말해줘
준위 11호봉 봉급 얼마
원사 34호봉 급여 얼마임
소장 진급하면진급되면 월급 얼마
소장 24호봉 급여가 궁금
일병 은 봉급이 얼마임
대위 35호봉 수입이 궁금쓰
소위 13호봉 봉급이 알려줘
원사 35호봉 봉급 
소위 9호봉 급여 얼마임
이병 9호봉 급여 어느정도야
소령 5호봉 급여가 어느 정도야
대령 11호봉 월급 어느정도임
병장 32호봉 월급이 얼마정도
중사 6호봉 연봉이 얼마임
중사 24호봉 봉급 얼마정도
상병 30호봉 연봉 얼마 정도
원사 5호봉 급여가 얼마임
원사 5호봉 월급 얼마정도
준장 38호봉 월급 얼마야
중사 26호봉 월급이 알고싶어
중령 7호봉 봉급 얼마정도
원사 30호봉 월급 
중령 되면 수입이 알려줘
상병 9호봉 월급 알려줘
준장 11호봉 수입이 얼마 정도
준장 진급하면진급되면 급여가 말해줘
소령 3호봉 봉급 궁금쓰
준장 되면 급여 얼마야
상병 16호봉 봉급이 알고싶어
상사 33호봉 연봉이 얼마나
중위 6호봉 연봉 얼마 정도
중사 24호봉 월급 얼마정도
소령 은 수입 말해
준위 32호봉 봉급 어느정도야
일병 20호봉 급여가 얼마
중령 되면 수입이 어느 정도야
대위 28호봉 봉급 얼마정도
중령 37호봉 연봉 궁금함
소위 28호봉 연봉이 알고싶어
일병 22호봉 봉급이 어느정도야
원사 24호봉 수입이 얼마임
이병 21호봉 수입이 
대령 진급하면진급되면 급여 궁금쓰
상사 되면 봉급이 얼마정도
일병 29호봉 봉급 궁금
상사 3호봉 수입 얼마나
중위 16호봉 수입 어느정도임
상사 1호봉 급여가 어느정도야
일병 13호봉 급여가 궁금함
일병 2호봉 월급 얼마
중사 14호봉 급여가 말해
일병 4호봉 연봉 어느 정도임
소령 34호봉 수입이 어느정도
중사 1호봉 봉급이 어느정도
대령 14호봉 연봉 얼마정도
소위 33호봉 연봉이 알려줘
소장 12호봉 봉급이 궁금
준위 38호봉 수입이 얼마나
이병 처음에 봉급이 어느 정도
대령 24호봉 월급이 얼마
병장 1호봉 수입이 어느정도임
상사 15호봉 연봉이 궁금
상사 13호봉 수입 얼마
일병 처음 연봉 말해
상병 되면 월급 말해줘
일병 16호봉 급여 어느 정도임
이병 36호봉 수입이 어느 정도야
상사 29호봉 수입이 말해
원사 11호봉 급여 얼마 정도
소위 8호봉 봉급이 어느 정도
일병 12호봉 봉급이 알고싶어
대령 11호봉 수입이 얼마
중령 34호봉 연봉이 궁금해
대령 7호봉 월급 궁금해
대위 진급 시 월급이 어느정도임
대위 32호봉 급여 궁금해
상병 6호봉 연봉이 알고싶어
일병 18호봉 수입이 어느 정도임
대령 2호봉 급여 궁금쓰
소위 13호봉 급여 어느정도야
중사 33호봉 월급이 어느정도임
일병 15호봉 연봉이 얼마나
하사 34호봉 수입이 얼마 정도
병장 처음 월급 얼마야
병장 22호봉 봉급 어느정도임
병장 10호봉 급여 알려줘
대위 25호봉 연봉이 궁금
상사 8호봉 수입 얼마정도
상사 25호봉 봉급 궁금
준위 16호봉 봉급 얼마
대령 는 봉급이 어느정도
소장 은 수입이 얼마
중사 14호봉 월급이 어느정도임
일병 는 급여가 어느 정도야
일병 11호봉 급여 궁금해
하사 7호봉 봉급이 알고싶어
대위 되면 월급 알고싶어
상병 7호봉 월급이 어느 정도
준위 39호봉 봉급이 알고싶어
병장 27호봉 월급 알려줘
대령 15호봉 급여가 말해줘
병장 14호봉 월급이 얼마나
이병 36호봉 봉급이 어느정도야
중령 24호봉 봉급이 어느정도임
중위 32호봉 봉급 궁금해
상병 27호봉 봉급이 알려줘
상사 2호봉 수입이 어느 정도야
소장 35호봉 월급 얼마
상사 24호봉 봉급 말해줘
원사 1호봉 봉급 
병장 13호봉 연봉이 
중령 14호봉 월급이 얼마임
소장 38호봉 급여가 어느 정도야
원사 되면 월급이 말해
소장 38호봉 수입이 얼마정도
중사 처음에 수입이 얼마나
소령 17호봉 봉급 궁금함
중위 2호봉 수입 
일병 20호봉 수입 얼마나
준위 되면 연봉 알고싶어
원사 되면 연봉 얼마야
일병 21호봉 연봉 궁금쓰
중령 28호봉 급여가 어느정도야
대령 18호봉 월급이 알려줘
소장 35호봉 급여가 어느정도임
병장 되면 급여가 궁금
준위 35호봉 월급이 
대위 17호봉 월급이 궁금함
준장 18호봉 수입이 얼마 정도
원사 14호봉 봉급 알고싶어
준장 은 월급 어느 정도
상병 7호봉 월급이 얼마정도
대령 23호봉 연봉 얼마임
일병  봉급이 알려줘
하사 35호봉 급여 얼마정도
이병 18호봉 수입 얼마임
중령 6호봉 수입 얼마 정도
대령 은 월급이 얼마정도
중령 처음에 연봉 궁금함
준위 7호봉 월급이 얼마나
일병 4호봉 월급이 얼마야
중사 19호봉 봉급 얼마
상병 진급시 연봉 어느 정도
소위 38호봉 연봉이 말해
하사 26호봉 월급이 말해줘
병장 30호봉 연봉이 얼마야
소령 7호봉 연봉이 얼마임
소위 12호봉 월급 궁금해
소위 23호봉 연봉 말해줘
준위 6호봉 연봉이 알고싶어
상병 32호봉 봉급 어느 정도
소장 30호봉 수입이 말해줘
원사 진급 시 연봉이 궁금쓰
중위 되면 급여 어느 정도임
대령 진급시 급여가 
소령 진급시 연봉 얼마
병장 21호봉 수입이 얼마임
대령 18호봉 급여 
대령 11호봉 월급 궁금
소장 29호봉 연봉이 얼마나
준장 25호봉 수입이 알려줘
이병 25호봉 수입이 궁금
중사 은 급여 얼마 정도
소장 21호봉 수입이 어느정도야
병장 13호봉 봉급 궁금해
소장 33호봉 급여가 어느 정도야
중사 4호봉 급여가 궁금해
하사 16호봉 연봉 얼마 정도
대위 26호봉 급여 얼마임
준장 36호봉 연봉 말해
하사 23호봉 연봉이 말해줘
대령 12호봉 연봉 말해줘
소령 27호봉 연봉 얼마임
이병 4호봉 월급 궁금
소장 33호봉 급여가 얼마야
대령 8호봉 연봉 궁금해
일병 18호봉 수입 어느정도임
중령 27호봉 급여가 얼마정도
병장 7호봉 봉급 궁금해
상사 18호봉 급여 어느정도임
소장 38호봉 연봉이 어느 정도
원사  월급이 알고싶어
상사 9호봉 급여 
소장 29호봉 봉급이 어느정도야
대령 21호봉 수입 얼마정도
중령 진급하면진급되면 수입 얼마정도
병장 18호봉 수입이 궁금
준위 2호봉 수입이 알려줘
상병 10호봉 봉급 궁금
소장 28호봉 월급 궁금해
중사 28호봉 월급이 알고싶어
대령 16호봉 봉급 말해줘
소장 35호봉 월급 궁금쓰
소장 되면 월급이 얼마나
중위 22호봉 수입 알고싶어
소장 21호봉 급여가 어느 정도
준위 1호봉 월급 얼마정도
하사 처음에 수입 얼마임
대령 20호봉 수입 어느정도야
소장 36호봉 월급 얼마 정도
대위 18호봉 급여 말해
대령 18호봉 급여가 어느 정도
중사 11호봉 월급 말해줘
중사 12호봉 월급이 얼마 정도
원사 30호봉 월급이 어느 정도야
대령 7호봉 연봉이 얼마
준위 25호봉 월급이 어느 정도
이병 25호봉 급여 궁금함
상사 26호봉 봉급 궁금함
소장 23호봉 월급 
대령 8호봉 수입 얼마정도
중령 17호봉 봉급이 궁금쓰
이병 15호봉 봉급이 얼마정도
상병 37호봉 봉급 어느정도야
중사 13호봉 연봉 알고싶어
준위 진급하면진급되면 급여가 어느 정도
준장 5호봉 급여가 어느정도임
상사 13호봉 급여 어느정도임
소령 1호봉 연봉이 얼마나
중사 첫 월급이 
일병 28호봉 연봉이 어느 정도임
준장 33호봉 수입 궁금
소위 3호봉 급여 어느정도임
이병 13호봉 수입 
대위 20호봉 급여가 얼마정도
대령 20호봉 급여가 궁금함
준장 17호봉 수입이 알고싶어
원사 37호봉 수입이 어느 정도임
준위 15호봉 연봉이 얼마나
상병 1호봉 봉급 말해
대위 진급 시 급여가 알려줘
소장 16호봉 급여가 얼마정도
준장 8호봉 수입 어느정도야
일병 11호봉 수입이 얼마
이병 1호봉 월급 궁금함
원사 26호봉 월급 얼마나
원사 24호봉 연봉 궁금해
중령 22호봉 월급 어느 정도야
소위 15호봉 월급 궁금
중사 19호봉 연봉 어느정도임
상사 28호봉 연봉 
상사 29호봉 연봉이 어느 정도야
소령 25호봉 수입 얼마정도
소령 34호봉 연봉 궁금해
대령 25호봉 연봉이 어느정도임
상병 34호봉 수입이 얼마야
원사 30호봉 봉급 어느정도
중위 20호봉 수입이 어느 정도야
준장 7호봉 봉급이 궁금함
소위 33호봉 수입 궁금함
상병 는 봉급이 
준위 32호봉 급여 궁금
소장 2호봉 수입이 어느 정도임
소령 16호봉 봉급 얼마나
원사 7호봉 수입이 궁금
원사 6호봉 연봉이 얼마 정도
소령 21호봉 봉급 얼마나
중위 28호봉 월급이 궁금쓰
준장 1호봉 봉급 말해줘
중위 은 연봉 말해줘
일병 29호봉 연봉이 말해줘
중사 17호봉 월급이 어느 정도
상병 31호봉 급여 어느정도야
이병 9호봉 월급 궁금해
중사 는 월급 궁금쓰
이병 4호봉 연봉이 얼마야
일병 34호봉 봉급이 
대위 25호봉 봉급 궁금해
상사 첫 연봉이 얼마 정도
상병 6호봉 봉급 어느 정도
준장 7호봉 연봉 궁금함
상병 진급하면진급되면 연봉 알려줘
준장 13호봉 급여가 얼마 정도
중위 13호봉 수입 어느정도
중위 10호봉 수입이 얼마야
상사 37호봉 급여 어느정도야
상사 진급하면진급되면 봉급이 궁금쓰
준위 15호봉 연봉 어느정도
상병 32호봉 봉급이 궁금쓰
원사 2호봉 연봉 얼마정도
대위 6호봉 급여가 얼마나
중사 34호봉 월급이 알려줘
소장 12호봉 수입이 얼마나
소위 29호봉 급여가 
이병 39호봉 봉급이 말해
준위 19호봉 수입 어느 정도야
소령 24호봉 봉급 얼마야
준위 9호봉 월급 궁금함
소위 첫 급여가 어느 정도
중령 진급하면진급되면 월급 말해
소령 32호봉 월급 어느정도
소령 은 수입 궁금쓰
소장 진급 시 연봉 알고싶어
소위 15호봉 연봉 어느정도임
원사 17호봉 봉급이 얼마정도
대령 15호봉 봉급 말해
소위 22호봉 월급이 얼마정도
병장 5호봉 급여가 말해줘
준위 5호봉 급여가 
원사 진급하면진급되면 수입 얼마정도
중사 21호봉 연봉이 어느 정도야
중사 21호봉 월급 알고싶어
원사 13호봉 급여 어느정도야
준장 18호봉 봉급이 얼마임
이병 39호봉 수입 궁금함
대위 37호봉 급여 어느 정도
상병 32호봉 연봉 얼마나
중위 되면 수입 말해
일병 34호봉 월급 말해
중령 8호봉 수입이 어느정도
대령 27호봉 수입이 어느정도임
중령 22호봉 급여 얼마
원사 7호봉 급여 어느정도야
준장 38호봉 연봉이 알고싶어
상병 진급 시 수입이 어느정도
준위 10호봉 연봉 어느정도야
소령 은 수입 궁금함
상병 25호봉 월급 궁금쓰
준위 33호봉 연봉 얼마나
이병 3호봉 봉급이 어느정도야
준장 은 수입 궁금
대위 17호봉 급여 얼마나
소령 38호봉 월급 얼마야
소령 26호봉 급여가 얼마야
소위 25호봉 급여가 궁금해
대령 14호봉 봉급 어느정도
상사 39호봉 월급이 어느정도
상병 16호봉 봉급이 얼마정도
중사 3호봉 수입 궁금
중령 진급하면진급되면 수입이 말해줘
병장 8호봉 연봉이 어느 정도
일병 7호봉 봉급이 얼마임
중령 23호봉 수입 궁금해
소장 18호봉 월급이 어느정도임
소위 19호봉 연봉 궁금
중사 33호봉 급여 
상병 20호봉 월급 어느정도임
준장 39호봉 급여 말해
하사 6호봉 수입 얼마 정도
이병 22호봉 수입이 얼마정도
중위 5호봉 급여 얼마정도
하사 13호봉 봉급이 말해
대령 는 급여가 
상사 17호봉 급여가 얼마정도
이병 16호봉 수입이 
대위 9호봉 봉급이 
이병 39호봉 수입이 
소위 17호봉 연봉이 궁금
준위 6호봉 월급이 어느 정도
원사 2호봉 봉급 알려줘
중령 39호봉 수입이 궁금해
중령 되면 연봉 궁금쓰
소장 7호봉 봉급이 얼마임
소령 5호봉 급여가 
소장 17호봉 연봉이 궁금쓰
일병 4호봉 연봉 얼마정도
하사  급여 말해
대령 7호봉 월급이 궁금
상사 22호봉 봉급이 어느 정도야
준위 39호봉 월급이 어느정도야
이병 28호봉 급여가 말해줘
소위 3호봉 급여가 알고싶어
준위 31호봉 수입이 얼마
상병 30호봉 수입이 어느정도야
병장 14호봉 급여가 궁금함
일병 3호봉 봉급 얼마임
소위 37호봉 급여 어느 정도임
병장 23호봉 월급 어느정도야
하사 25호봉 급여 어느정도임
상병 는 봉급이 어느정도임
하사 24호봉 월급 어느 정도야
대위 32호봉 봉급이 어느정도
소령 13호봉 월급이 어느 정도
대위 7호봉 수입 궁금
중사 는 연봉이 어느정도
준장 13호봉 급여 알려줘
준위 는 급여가 말해줘
준장 17호봉 연봉 말해
준장 13호봉 봉급 궁금쓰
이병 29호봉 봉급이 궁금쓰
하사 32호봉 연봉이 궁금함
준위 9호봉 급여 알고싶어
일병 14호봉 수입이 어느 정도
이병 2호봉 수입이 
하사 25호봉 연봉이 얼마야
일병 24호봉 봉급이 궁금
원사 1호봉 봉급이 궁금
병장 12호봉 급여 궁금쓰
상병 진급 시 급여가 말해줘
중위 8호봉 급여가 얼마나
대령 13호봉 월급 얼마정도
이병 는 연봉 얼마정도
하사 5호봉 월급이 어느정도
중위 5호봉 봉급이 어느 정도임
중사 9호봉 연봉이 얼마정도
이병 는 수입 궁금해
소령 12호봉 봉급이 알려줘
병장 16호봉 수입이 궁금
준위 19호봉 월급이 어느 정도임
중사 처음에 급여 
소장 16호봉 월급이 어느정도야
대위 18호봉 연봉이 어느 정도
원사 진급 시 월급 어느정도야
대위 28호봉 급여가 궁금함
원사 21호봉 봉급이 궁금
소장 18호봉 연봉이 얼마
상병 진급하면진급되면 봉급 어느 정도
중령 처음 봉급 얼마나
상사 4호봉 봉급이 궁금쓰
소장 는 연봉 얼마야
중사 32호봉 봉급 말해줘
준장 첫 급여 어느정도야
준장 29호봉 급여 얼마나
소위 7호봉 월급 궁금
준장 26호봉 봉급이 얼마임
이병 7호봉 수입이 말해줘
준위 4호봉 봉급 알려줘
이병 처음 연봉 말해
하사 11호봉 수입이 어느 정도야
일병 8호봉 월급이 얼마나
소위 15호봉 월급이 말해
상병 처음 수입 어느정도야
소령 3호봉 연봉 얼마 정도
소장 3호봉 연봉 궁금
소장 17호봉 월급 
준위 13호봉 월급이 얼마임
원사 6호봉 봉급이 알고싶어
준장 39호봉 봉급 어느정도임
준위 32호봉 봉급이 알고싶어
중령 진급하면진급되면 급여 궁금쓰
준장 21호봉 연봉이 얼마나
중령 28호봉 월급이 어느 정도임
준장 9호봉 봉급 어느 정도임
소장 진급 시 급여가 알고싶어
중령 은 월급이 말해줘
소령 진급 시 봉급 어느정도야
상병 33호봉 급여 
중위 4호봉 연봉 어느 정도임
소령  봉급이 어느정도
준장 11호봉 봉급 
중령 7호봉 급여가 궁금
상병 32호봉 급여가 얼마임
준장 36호봉 월급이 어느 정도야
일병 21호봉 급여 알려줘
대위 26호봉 월급 얼마 정도
소장 26호봉 월급이 얼마임
준위 첫 급여 궁금함
상사 38호봉 월급이 얼마나
준위 24호봉 월급이 
소장 2호봉 봉급 어느정도임
상사 8호봉 수입 말해
중위 25호봉 수입이 말해
원사 32호봉 연봉 말해
원사 첫 봉급 말해
하사 29호봉 연봉이 궁금
병장 4호봉 연봉이 얼마임
중사 25호봉 월급이 궁금함
상사 는 수입 얼마정도
하사 진급시 월급이 얼마
일병 34호봉 월급 어느 정도임
대령 6호봉 연봉 어느정도야
소위 18호봉 봉급 얼마임
준장 30호봉 월급 말해
대령 25호봉 수입 얼마
소령 34호봉 봉급 얼마정도
상사 2호봉 봉급 
일병 진급시 봉급 말해줘
상사 34호봉 급여 알고싶어
소장 25호봉 월급 알려줘
준위 18호봉 수입이 얼마임
대위 12호봉 연봉 얼마나
준장 24호봉 월급이 어느 정도임
준위 처음 봉급이 얼마 정도
병장 33호봉 수입이 알고싶어
중사 21호봉 봉급 궁금
중위 28호봉 급여 궁금해
소령 19호봉 수입 얼마정도
이병 24호봉 봉급이 얼마
상병 3호봉 월급이 알려줘
원사 은 연봉 얼마야
소위 2호봉 월급이 얼마정도
중령 21호봉 급여가 
원사 9호봉 연봉이 알고싶어
소위 17호봉 월급 궁금함
대위 1호봉 봉급 말해줘
병장 22호봉 연봉이 얼마나
중위 23호봉 봉급 궁금
이병 19호봉 봉급이 말해줘
준장 27호봉 월급이 말해줘
원사  수입이 얼마야
중사 38호봉 급여가 말해줘
일병 38호봉 연봉이 알고싶어
이병 30호봉 봉급 어느정도
이병 8호봉 급여가 알려줘
대위 처음에 봉급이 궁금쓰
소장 첫 월급이 궁금해
이병 30호봉 연봉이 얼마야
대위 1호봉 수입 궁금해
소령 는 수입이 얼마 정도
대위 25호봉 봉급 얼마야
소령 7호봉 급여 궁금해
중사 31호봉 수입이 얼마나
중사 23호봉 연봉 말해줘
병장 12호봉 월급 어느정도임
상사 28호봉 봉급 궁금쓰
병장 33호봉 연봉이 궁금
병장 35호봉 연봉이 얼마
중위 진급 시 연봉 알고싶어
원사 39호봉 월급이 말해
소령 28호봉 연봉이 어느 정도야
상사 27호봉 수입이 어느 정도
소령 진급시 수입 어느 정도야
중위 27호봉 급여 어느정도
준위  연봉 말해줘
소장 29호봉 연봉이 얼마정도
준장 9호봉 봉급이 말해
중사 25호봉 월급이 얼마야
원사 처음에 급여 어느정도야
소장 2호봉 봉급 얼마정도
중령 2호봉 월급 어느 정도
병장 3호봉 월급 어느정도임
원사 14호봉 연봉이 어느 정도
병장 12호봉 급여가 얼마
소령 19호봉 급여가 어느정도
소위 22호봉 급여가 말해줘
원사 38호봉 급여 알고싶어
대령 17호봉 급여 얼마 정도
상병 24호봉 급여 궁금
소위 23호봉 봉급 궁금해
중사 7호봉 연봉이 어느 정도
상사 34호봉 봉급 궁금
소장 4호봉 급여가 궁금쓰
상사 33호봉 봉급이 어느 정도
대위 13호봉 봉급 얼마정도
중사 37호봉 월급 어느 정도야
중위 13호봉 월급 궁금쓰
상병 21호봉 월급이 어느 정도야
대령 24호봉 월급이 알고싶어
준위 10호봉 수입 말해줘
병장  월급이 얼마야
소령 25호봉 연봉이 얼마정도
대령 11호봉 월급 어느 정도야
소위 12호봉 연봉 어느 정도
소장 16호봉 연봉이 얼마임
준위 24호봉 수입이 말해줘
이병 진급하면진급되면 급여 알고싶어
중령 은 급여 
상사 11호봉 급여가 궁금함
중위 8호봉 수입 어느정도야
준장 는 급여가 어느 정도야
